dataset,method,chunk_size,max_queries,MRR_A,Recall@1_A,Recall@5_A,Recall@10_A,Recall@100_A,NDCG@1_A,NDCG@5_A,NDCG@10_A,NDCG@100_A,MRR_B,Recall@1_B,Recall@5_B,Recall@10_B,Recall@100_B,NDCG@1_B,NDCG@5_B,NDCG@10_B,NDCG@100_B,delta_MRR,delta_Recall@1,delta_Recall@5,delta_Recall@10,delta_Recall@100,delta_NDCG@1,delta_NDCG@5,delta_NDCG@10,delta_NDCG@100,time_seconds_A,time_seconds_B
arguana,sparse,chunk_512,200,0.1766237267804765,0.0,0.3725,0.5725,0.7975,0.0,0.19561806759520295,0.2616225609933682,0.3118262576737656,0.1738947043,0.0,0.3773924087,0.5603965646,0.7853736068,0.0,0.1914403693,0.2590245874,0.3052555257,0.0027290224804764895,0.0,-0.004892408700000017,0.012103435400000029,0.012126393199999974,0.0,0.004177698295202953,0.002597973593368219,0.00657073197376562,52.437,55.0395219615
arguana,sparse,original,200,0.17554697148826962,0.0,0.38,0.565,0.805,0.0,0.1988277574161204,0.2593271632129822,0.3113998403448087,0.1777186875,0.0,0.3809266152,0.5781284879,0.791913219,0.0,0.2037353484,0.2656219998,0.3120484754,-0.0021717160117303846,0.0,-0.0009266151999999805,-0.013128487900000096,0.013086781000000047,0.0,-0.004907590983879578,-0.006294836587017794,-0.0006486350551913045,54.158,53.18182046
dbpedia-entity,dense,chunk_128,200,0.7526020755227466,0.007164662616444309,0.027776281361690292,0.046514827564715595,0.1662630037446958,0.3133333333333336,0.260460154365836,0.2529630429246896,0.2928856356214708,0.736561518,0.007266119,0.0272839419,0.0474347974,0.1631412911,0.3210573408,0.2619407159,0.2592624859,0.296592142,0.01604055752274658,-0.00010145638355569045,0.0004923394616902915,-0.0009199698352844038,0.0031217126446957955,-0.007724007466666405,-0.0014805615341639822,-0.006299442975310432,-0.0037065063785292063,10703.504,10701.1419808215
dbpedia-entity,dense,chunk_256,200,0.7537369199428023,0.007195746552725753,0.027901863470102848,0.046735062400870594,0.1674088437845403,0.3133333333333336,0.2607015737325596,0.2534173439177435,0.2935890245127261,0.7408870308,0.0072180572,0.0279286008,0.0460008575,0.1711763267,0.3149795182,0.2554310119,0.2527577908,0.2863924267,0.012849889142802384,-2.2310647274247433e-05,-2.6737329897153633e-05,0.0007342049008705956,-0.0037674829154596967,-0.0016461848666664003,0.005270561832559584,0.0006595531177435165,0.007196597812726135,10727.631,11138.0657993882
dbpedia-entity,dense,chunk_512,200,0.7537369199428023,0.0071988442464181925,0.027961805537051944,0.04679655432587551,0.16750496119011588,0.3133333333333336,0.26092024886174686,0.2537706024687927,0.2936493474000701,0.7646254208,0.0073264985,0.0277509044,0.0463849958,0.1682527008,0.3116373351,0.2638691007,0.2551117608,0.292526946,-0.010888500857197614,-0.00012765425358180708,0.00021090113705194216,0.0004115585258755092,-0.0007477396098841127,0.001695998233333551,-0.0029488518382531637,-0.0013411583312072928,0.0011224014000700833,10759.017,10940.5365611957
dbpedia-entity,dense,original,200,0.736884130747873,0.006959735296117515,0.026750487513224095,0.0458689384404696,0.1689714014139702,0.29333333333333356,0.2503215738717283,0.24445560851790377,0.29022704230942464,0.7446933333,0.0068444371,0.0263997754,0.0450434941,0.166597125,0.2897294384,0.2470083733,0.2501172275,0.2839676745,-0.007809202552127026,0.00011529819611751525,0.0003507121132240963,0.0008254443404696055,0.0023742764139702,0.0036038949333335735,0.0033132005717283197,-0.005661618982096217,0.006259367809424654,9856.418,9515.5602827554
dbpedia-entity,hybrid,chunk_128,200,0.8251518684803569,0.008217345671348046,0.035254678936164095,0.05959620552054977,0.24187738190885333,0.30333333333333357,0.26705591231337983,0.26169236570901483,0.3227633428427286,0.8108412471,0.008330415,0.0353734101,0.060618942,0.2453077245,0.2970249093,0.2699283324,0.264896334,0.3211724245,0.01431062138035688,-0.00011306932865195497,-0.00011873116383590704,-0.0010227364794502328,-0.0034303425911466623,0.006308424033333593,-0.0028724200866201977,-0.003203968290985182,0.00159091834272862,12356.832,12152.0428552676
dbpedia-entity,hybrid,chunk_256,200,0.8252996586746589,0.008253759526189258,0.03537518449864331,0.0598816002050463,0.24279950294871713,0.30333333333333357,0.26724918523740854,0.26190784106504583,0.3227636493780263,0.8355091199,0.0080663346,0.0356770407,0.0589347459,0.238105306,0.2967497523,0.2729521461,0.2660193021,0.320853618,-0.010209461225341054,0.0001874249261892575,-0.0003018562013566914,0.0009468543050462977,0.004694196948717144,0.006583581033333563,-0.005702960862591477,-0.004111461034954189,0.0019100313780263112,12394.72,12244.5319562757
dbpedia-entity,hybrid,chunk_512,200,0.8255496586746588,0.008258263087736964,0.03534976360275548,0.059853929216950895,0.24300366688179698,0.30333333333333357,0.26717486887575675,0.2616464407706397,0.3228812943471592,0.8170851312,0.0082780854,0.0360101426,0.0611087053,0.2393299304,0.3050072393,0.2681766369,0.2680174488,0.3307611099,0.008464527474658756,-1.982231226303581e-05,-0.0006603789972445262,-0.0012547760830491084,0.003673736481796974,-0.0016739059666664446,-0.0010017680242432325,-0.006371008029360303,-0.007879815552840841,12424.51,12647.4722828182
dbpedia-entity,hybrid,original,200,0.8285072214292416,0.008281397726745859,0.03424562977147006,0.05906152075687961,0.2435822426783945,0.2950000000000002,0.2587472964195319,0.25721466917082114,0.3214633655208084,0.8354155819,0.0082299543,0.0341199748,0.0605055742,0.240579032,0.2993571989,0.2527402566,0.2522662088,0.3204079369,-0.006908360470758379,5.144342674585911e-05,0.00012565497147006,-0.0014440534431203952,0.0030032106783945134,-0.0043571988999998035,0.006007039819531934,0.004948460370821139,0.001055428620808374,11455.725,11345.6196303615
dbpedia-entity,sparse,chunk_128,200,0.8128846730224802,0.008117229237530348,0.03554412067341652,0.06041907898752503,0.21708980564328242,0.22666666666666668,0.20433918050462668,0.19643777826236267,0.23880463113516315,0.7982003543,0.0080979402,0.0348202363,0.0608507744,0.212370002,0.2282109671,0.2069894854,0.1961214341,0.2334794908,0.014684318722480216,1.9289037530347344e-05,0.000723884373416521,-0.0004316954124749736,0.004719803643282422,-0.0015443004333333121,-0.0026503048953733233,0.00031634416236267504,0.005325140335163153,1693.628,1762.4740069605
dbpedia-entity,sparse,chunk_256,200,0.8128846730224802,0.008155866182446053,0.03572350394175644,0.06076508766573867,0.2179563568512622,0.22666666666666668,0.204862912805997,0.19615883592977512,0.2388408356378595,0.8047883499,0.0082101446,0.03598711,0.0601587385,0.2144856524,0.2243759133,0.2037350129,0.1997763493,0.2444474696,0.008096323122480209,-5.427841755394763e-05,-0.0002636060582435623,0.0006063491657386649,0.0034707044512621854,0.0022907533666666757,0.0011278999059969874,-0.0036175133702248674,-0.005606633962140506,1706.962,1673.7538565057
dbpedia-entity,sparse,chunk_512,200,0.8128846730224802,0.008161289973127029,0.0357466975099535,0.06080102259921891,0.2182023747620321,0.22833333333333336,0.2050715360402288,0.19643711090796967,0.23896928589865404,0.8123400314,0.0081400126,0.0354473058,0.0614324205,0.2147526877,0.2232065865,0.2019626025,0.1933271633,0.2362944134,0.0005446416224802464,2.1277373127029375e-05,0.00029939170995349484,-0.0006313979007810944,0.0034496870620321085,0.005126746833333362,0.0031089335402287865,0.0031099476079696764,0.0026748724986540573,1706.516,1621.7513117556
dbpedia-entity,sparse,original,200,0.7986499686591635,0.0082411351359243,0.034676651181578644,0.05944572316268485,0.2192569926658099,0.22333333333333333,0.19232513427870926,0.19147299420798497,0.23483735774419745,0.7952609296,0.0082529286,0.0349140446,0.059462894,0.2210735799,0.2193285531,0.1875722669,0.1959485385,0.2319389059,0.0033890390591634345,-1.1793464075701005e-05,-0.00023739341842135553,-1.717083731515162e-05,-0.0018165872341901201,0.004004780233333338,0.004752867378709252,-0.004475544292015021,0.0028984518441974583,1677.278,1706.1348680473
fiqa,dense,chunk_128,200,0.42393553337986667,0.10459536501080617,0.22194808785985273,0.2851638116785177,0.5187793848308553,0.335,0.26897319198927794,0.2779354007540682,0.3452460648236623,0.4136106972,0.1051114285,0.2270327319,0.2806881659,0.5087051714,0.331178731,0.2695047483,0.2800506752,0.3466227648,0.010324836179866681,-0.0005160634891938354,-0.005084644040147274,0.004475645778517667,0.010074213430855239,0.003821269000000016,-0.0005315563107220478,-0.002115274445931792,-0.0013766999763376586,270.508,268.6833997281
fiqa,dense,chunk_256,200,0.4332079359480385,0.14172240259740257,0.29031186868686887,0.3706786269286269,0.6426222111222111,0.335,0.30267906443942677,0.32402053431945066,0.399277839324407,0.4227120682,0.1449783823,0.2916298257,0.3778127101,0.6271701127,0.3306301257,0.3000273182,0.3234792072,0.3922046443,0.010495867748038512,-0.0032559797025974446,-0.0013179570131311436,-0.007134083171373096,0.015452098422211069,0.004369874300000021,0.0026517462394267666,0.0005413271194506519,0.0070731950244070085,265.3,263.2690652322
fiqa,dense,chunk_512,200,0.44621534952416325,0.16013113275613275,0.33310304972804977,0.4217251498501499,0.6905433039183039,0.345,0.3271199914098311,0.35344260072160566,0.4253377756671647,0.4560960614,0.1570589473,0.3250819504,0.4229663591,0.6835331513,0.3447687941,0.3308135752,0.3514036277,0.4217076609,-0.009880711875836723,0.0030721854561327477,0.008021099328049786,-0.001241209249850106,0.007010152618303844,0.00023120589999997554,-0.003693583790168875,0.002038973021605661,0.0036301147671646827,240.098,228.839083931
fiqa,dense,original,200,0.4477285211067862,0.16158531746031746,0.3426825396825397,0.4311289682539683,0.7000515873015871,0.345,0.3329447470523346,0.35955412514361074,0.4308545048014238,0.4421663212,0.1605804337,0.3409267967,0.4315664549,0.7021196244,0.3505265335,0.3332509204,0.3642831112,0.4278658247,0.005562199906786192,0.0010048837603174599,0.0017557429825397208,-0.00043748664603171505,-0.002068037098412856,-0.0055265335000000415,-0.00030617334766536164,-0.004728986056389273,0.0029886801014237796,233.719,235.2826308919
fiqa,hybrid,chunk_128,200,0.3559563834896678,0.07931930079724196,0.17152888002520356,0.2384412891030538,0.48188582332699964,0.27,0.21451591061711978,0.2260536342119193,0.2984935360112792,0.3604144835,0.0788904699,0.1748188529,0.2341616209,0.4760636118,0.2739479153,0.2172782841,0.220810728,0.3029133343,-0.0044581000103322,0.0004288308972419663,-0.003289972874796432,0.0042796682030537825,0.005822211526999632,-0.003947915299999993,-0.0027623734828802204,0.005242906211919279,-0.0044197982887208,335.42,322.1145172286
fiqa,hybrid,chunk_256,200,0.36032340290404086,0.09400992063492061,0.24175414862914862,0.3131470612720613,0.6064836274836274,0.26,0.24147232880078426,0.260757917538331,0.34417733106967746,0.3606641014,0.0919608155,0.2441661789,0.3104788534,0.6170039551,0.2626708504,0.2405779398,0.2652558531,0.3497120848,-0.00034069849595913526,0.002049105134920612,-0.0024120302708513786,0.0026682078720613456,-0.01052032761637256,-0.00267085039999998,0.000894389000784257,-0.0044979355616689976,-0.005534753730322528,314.714,303.7753178685
fiqa,hybrid,chunk_512,200,0.378570432467982,0.13238858363858363,0.277741452991453,0.36275137362637366,0.6667716033966034,0.295,0.2690852668104696,0.29677800215149147,0.37970181353198607,0.3836227103,0.1310960012,0.2718698992,0.3698857799,0.6637320656,0.2924561965,0.2691478714,0.2917364543,0.3872617801,-0.005052277832018004,0.0012925824385836282,0.005871553791452988,-0.007134406273626326,0.0030395377966033754,0.002543803499999997,-6.260458953039061e-05,0.005041547851491468,-0.007559966568013943,280.369,273.0145823787
fiqa,hybrid,original,200,0.3783924094222259,0.13532936507936508,0.28587896825396825,0.36943253968253975,0.6757738095238094,0.295,0.2737227217010901,0.300801304746744,0.3848493257561072,0.3873113914,0.1384339472,0.2876710044,0.3614406564,0.6826508516,0.2966220226,0.2775190026,0.3068926369,0.3754151197,-0.008918981977774076,-0.0031045821206349133,-0.001792036146031739,0.007991883282539747,-0.006877042076190665,-0.0016220225999999949,-0.0037962808989099317,-0.006091332153256024,0.009434206056107175,272.899,265.5037362663
fiqa,sparse,chunk_128,200,0.24346764876692328,0.054849673202614364,0.10773558304440656,0.13856417316343786,0.2782527488851019,0.185,0.13242346534375757,0.13746734800899615,0.18020213560028903,0.2474254571,0.0548124538,0.1092814287,0.1364337771,0.2716797627,0.1874334272,0.1316893207,0.1341996125,0.177868024,-0.003957808333076712,3.721940261436352e-05,-0.0015458456555934447,0.0021303960634378727,0.006572986185101881,-0.0024334272000000046,0.0007341446437575672,0.0032677355089961446,0.0023341116002890128,65.869,67.1911128683
fiqa,sparse,chunk_256,200,0.26568030089756056,0.08430952380952378,0.15546031746031744,0.19778968253968254,0.3483534659784659,0.21,0.16391735045073486,0.17661351189695126,0.21787608247911727,0.2621060699,0.0827529879,0.1526807435,0.1948325713,0.340008093,0.211040836,0.1639485624,0.1764965376,0.2224001651,0.0035742309975605457,0.0015565359095237735,0.002779573960317444,0.002957111239682536,0.008345372978465881,-0.0010408360000000172,-3.1211949265141925e-05,0.00011697429695126105,-0.004524082620882719,50.454,51.1922548934
fiqa,sparse,chunk_512,200,0.2608586157804958,0.08461080586080584,0.1918925518925519,0.24113461538461536,0.40961500999001,0.195,0.17859671260814788,0.19407821622057658,0.23685994598889137,0.2597284949,0.0852774556,0.1935084012,0.2371775566,0.4058310235,0.191429419,0.1826033128,0.1982620083,0.2380836302,0.0011301208804957996,-0.0006666497391941556,-0.001615849307448125,0.003957058784615358,0.003783986490009994,0.003570581000000017,-0.004006600191852117,-0.004183792079423404,-0.0012236842111086332,43.924,42.0328187243
fiqa,sparse,original,200,0.2614708667169311,0.08751190476190475,0.193015873015873,0.24231944444444445,0.42125793650793647,0.195,0.18030538796700232,0.19604474785377676,0.24118008343477937,0.2629426913,0.0858212814,0.1963926158,0.2365791874,0.4138791042,0.1957775983,0.176861827,0.2002714822,0.2446892101,-0.0014718245830688814,0.0016906233619047445,-0.0033767427841270015,0.005740257044444447,0.007378832307936456,-0.0007775982999999875,0.0034435609670023237,-0.0042267343462232265,-0.00350912666522063,43.605,44.4779452046
nfcorpus,dense,chunk_128,200,0.5390568769880406,0.02266860116380528,0.08267867763385191,0.11623918624433383,0.2310616271035767,0.45833333333333326,0.4073458029807175,0.3803260950202164,0.29598392838199394,0.5349186539,0.0228892539,0.0835552325,0.1177190177,0.2343485859,0.4627931596,0.3983828003,0.3709391066,0.2922362775,0.004138223088040571,-0.0002206527361947215,-0.0008765548661480993,-0.0014798314556661724,-0.003286958796423295,-0.004459826266666744,0.00896300268071748,0.009386988420216402,0.003747650881993969,39.897,38.8820470053
nfcorpus,dense,chunk_256,200,0.5334030251883306,0.04401526967841669,0.09836893243329159,0.1377786348725967,0.2608792479272013,0.4333333333333333,0.3780262309752224,0.34948127409807717,0.2928585869816795,0.5320329223,0.0437614269,0.0970413807,0.1378968966,0.2626476363,0.426088647,0.3824143562,0.3467179112,0.2981308136,0.0013701028883306154,0.0002538427784166894,0.0013275517332915904,-0.00011826172740331264,-0.0017683883727986904,0.007244686333333306,-0.004388125224777606,0.0027633628980771596,-0.005272226618320497,27.309,27.7612232596
nfcorpus,dense,chunk_512,200,0.5402453274096998,0.05077631740243078,0.11860103884892575,0.16570139789709554,0.2917697131258988,0.45,0.37205719782554114,0.34323683007381683,0.29821071923779185,0.5393812823,0.0499788811,0.118634583,0.1615593769,0.2888870373,0.459368835,0.3764414879,0.3489784952,0.303029974,0.0008640451096997293,0.0007974363024307804,-3.35441510742468e-05,0.004142020997095541,0.002882675825898795,-0.009368834999999964,-0.004384290074458841,-0.005741665126183182,-0.004819254762208125,23.23,24.2646593583
nfcorpus,dense,original,200,0.5439268709589768,0.0506751789882926,0.12390348508757,0.16014146707599816,0.29110351680135305,0.44666666666666666,0.372843714004186,0.3447722767742437,0.29905872006496176,0.5440841278,0.0511327195,0.1217174057,0.1641352781,0.2853708443,0.4516693087,0.3808514715,0.3438450301,0.3035387543,-0.00015725684102319004,-0.000457540511707398,0.0021860793875699974,-0.003993811024001842,0.005732672501353064,-0.005002642033333338,-0.008007757495814005,0.0009272466742437091,-0.004480034235038233,22.906,23.9608841842
nfcorpus,hybrid,chunk_128,200,0.5758901913919326,0.03349762033726264,0.10341794209789079,0.12991833397712382,0.23124971741719058,0.5,0.447465330788406,0.40486984042471863,0.3100042881628054,0.5852338544,0.0332271436,0.1010998603,0.1278324073,0.2326489549,0.4966353086,0.437383795,0.4081072474,0.3116685409,-0.009343663008067327,0.0002704767372626385,0.0023180817978907947,0.002085926677123817,-0.001399237482809429,0.0033646914000000083,0.010081535788405982,-0.003237406975281354,-0.0016642527371946159,41.337,42.9691705417
nfcorpus,hybrid,chunk_256,200,0.5786948252687114,0.06054339371644837,0.12466105264077817,0.14878224324403108,0.26642899184464125,0.48666666666666664,0.4176490649209013,0.37712124644974543,0.3133042818738916,0.5731194414,0.0606606657,0.1218901299,0.1524575365,0.2638075876,0.4778488213,0.4150990623,0.3713331288,0.3081886179,0.00557538386871137,-0.00011727198355163115,0.00277092274077817,-0.003675293255968909,0.0026214042446412456,0.008817845366666632,0.002550002620901326,0.005788117649745406,0.005115663973891571,27.661,27.6148729544
nfcorpus,hybrid,chunk_512,200,0.6005443939255681,0.07162150868447686,0.14256267985721066,0.1660467717718823,0.29350469926750444,0.515,0.41514953022596407,0.372348617432478,0.3232295853685441,0.6155260766,0.0705097916,0.1442168262,0.16875677,0.2951398468,0.5120339054,0.4209214902,0.3717633473,0.3270775664,-0.014981682674431895,0.0011117170844768681,-0.0016541463427893477,-0.0027099982281177104,-0.0016351475324955511,0.002966094599999969,-0.005771959974035956,0.0005852701324779996,-0.0038479810314558938,24.032,23.0950489305
nfcorpus,hybrid,original,200,0.590536578986345,0.06550643746114228,0.14370874825472685,0.17055995408111851,0.2900312463025306,0.5033333333333333,0.41396222797075155,0.37316309826868777,0.3200667345636606,0.6032639349,0.065773819,0.1469527988,0.1735813307,0.2915690638,0.5032967419,0.404533626,0.3640937417,0.3229389157,-0.012727355913654925,-0.0002673815388577194,-0.0032440505452731583,-0.003021376618881494,-0.0015378174974693959,3.6591433333343915e-05,0.009428601970751571,0.009069356568687792,-0.0028721811363394134,24.232,24.1743271472
nfcorpus,sparse,chunk_128,200,0.5451840748329961,0.0324129450091847,0.09669132683810336,0.11544177140157981,0.1793038058030416,0.45833333333333326,0.4108638887427309,0.36631566048546654,0.26272081538822833,0.5498630107,0.0317701858,0.0985828482,0.1133042338,0.1793494316,0.4483969035,0.4118886515,0.3654410661,0.2613143331,-0.004678935867003853,0.000642759209184697,-0.0018915213618966448,0.0021375376015798087,-4.5625796958409515e-05,0.00993642983333326,-0.0010247627572690932,0.0008745943854665539,0.0014064822882283168,1.015,0.9846353843
nfcorpus,sparse,chunk_256,200,0.552607499441853,0.05974222797447677,0.12160228213861222,0.14463034160204832,0.20910667266455132,0.465,0.39856827921372173,0.35618902253434004,0.27226515709005655,0.5626126909,0.0597203025,0.1209404191,0.146967221,0.2123210174,0.4701209989,0.3941596227,0.3574629165,0.2684024954,-0.010005191458147045,2.1925474476769402e-05,0.0006618630386122232,-0.0023368793979516855,-0.003214344735448682,-0.005120998899999951,0.004408656513721743,-0.0012738939656599668,0.003862661690056557,0.573,0.578550245
nfcorpus,sparse,chunk_512,200,0.5692633286681957,0.06963373506507337,0.13793373766253667,0.16688077775090449,0.23038616273261636,0.485,0.39132716631284786,0.35387260181386415,0.280440690262,0.5671935006,0.0688184628,0.1408758707,0.1678575736,0.2360334931,0.495454567,0.3954921836,0.3491461489,0.2825983025,0.002069828068195778,0.0008152722650733718,-0.0029421330374633237,-0.0009767958490955186,-0.0056473303673836295,-0.010454567000000026,-0.0041650172871521285,0.004726452913864143,-0.002157612237999984,0.47,0.4576935704
nfcorpus,sparse,original,200,0.5594110421732253,0.06939783324024539,0.13392536873034827,0.16679806557257662,0.2271651584519546,0.4666666666666666,0.38460211099054875,0.34941101782602074,0.27773344731532873,0.5573599733,0.0690318775,0.1308519027,0.1696103785,0.2275643754,0.4572387263,0.3806369864,0.3549845185,0.2798264995,0.00205106887322537,0.00036595574024538,0.0030734660303482764,-0.0028123129274233716,-0.0003992169480454,0.00942794036666661,0.003965124590548763,-0.00557350067397927,-0.0020930521846712624,0.439,0.4179300959
scifact,dense,chunk_128,200,0.6038279272665091,0.23061111111111113,0.5821529581529581,0.6710584415584415,0.8722727272727272,0.51,0.5488057997198027,0.5845163747071307,0.6445087532229283,0.6038859921,0.2265664493,0.588634337,0.6565872553,0.8537879714,0.5131458029,0.5379503954,0.5700722454,0.6601013043,-5.806483349091174e-05,0.004044661811111128,-0.006481378847041919,0.01447118625844157,0.018484755872727243,-0.0031458028999999943,0.010855404319802697,0.014444129307130682,-0.015592551077071692,54.566,56.8053475315
scifact,dense,chunk_256,200,0.6272885276695408,0.42146428571428574,0.6924404761904762,0.7497619047619049,0.9092857142857143,0.535,0.6174696685571114,0.6399610704913494,0.680911438629648,0.6148386435,0.4275838854,0.6805497064,0.7597983921,0.9086182978,0.528771338,0.6072920694,0.6343389904,0.664286346,0.012449884169540848,-0.006119599685714239,0.011890769790476208,-0.010036487338095146,0.0006674164857142229,0.0062286620000000514,0.010177599157111361,0.005622080091349457,0.016625092629647953,37.505,36.3698855166
scifact,dense,chunk_512,200,0.6107268794533226,0.48208333333333336,0.7236666666666666,0.7868333333333334,0.9325,0.5,0.625673332419291,0.6478186029296483,0.679984355658002,0.6193464663,0.4914230245,0.7173626434,0.7689596335,0.95282657,0.4896907069,0.6126212899,0.6465812028,0.666297662,-0.008619586846677407,-0.009339691166666664,0.00630402326666657,0.017873699833333423,-0.020326570000000044,0.010309293100000005,0.01305204251929104,0.0012374001296483472,0.013686693658002014,33.492,32.2484803104
scifact,dense,original,200,0.6059331004624532,0.47641666666666665,0.7306666666666666,0.7725,0.9275,0.495,0.6216157383269308,0.6369357731460206,0.6720803365614372,0.601254534,0.4760879119,0.7477847994,0.7803319088,0.9220331764,0.494215357,0.6204861361,0.636788517,0.6689938346,0.0046785664624532375,0.00032875476666666126,-0.017118132733333402,-0.007831908800000065,0.005466823599999948,0.0007846429999999738,0.0011296022269308148,0.0001472561460205135,0.003086501961437227,32.54,31.5393422127
scifact,hybrid,chunk_128,200,0.697974446426289,0.2714108946608948,0.632812049062049,0.6930804473304474,0.891715367965368,0.62,0.6104832389715368,0.6336451522333829,0.69079575566473,0.7047713758,0.2779844741,0.6444974744,0.6981390138,0.8847385665,0.6073121134,0.602177924,0.6452845972,0.6792068802,-0.006796929373711014,-0.006573579439105193,-0.011685425337951028,-0.005058566469552606,0.006976801465367943,0.012687886599999976,0.008305314971536748,-0.011639444966617063,0.011588875464729975,60.405,61.9090427798
